rok;kandidatni_strana;poradove_cislo;jmeno;vek;navrhujici_strana;politika_prislusnost;pocet_hlasu_abs;pocet_hlasu_perc;poradi_zvol_nahradnika;mandat
2018;"Svob.a př.dem.-T.Okamura (SPD)";34;"Fürst Milan";40;"SPD";"BEZPP";920;2.43;"";""
2014;"Pard. pro lidi a Souk SsČR,PPL";36;"Kroutil Jan";25;"PPL";"BEZPP";605;2.18;"";""
2010;"PARDUBÁCI";19;"Svobodová Klára";32;"ČSR";"BEZPP";2588;2.40;14;""
2014;"Sdružení pro Pard. - SNK ED,NK";30;"Kraus Eduard";52;"NK";"BEZPP";1745;2.14;26;""
2010;"Komunistická str.Čech a Moravy";1;"Studnička Pavel";57;"KSČM";"KSČM";3220;3.12;2;*
2002;"Unie svobody-Demokratická unie";2;"Šmahel Rostislav  ";63;"US-DEU";"US-DEU";2313;5.21;"";""
2006;"Zelená pro Pardubice";15;"Kadaně Miloš";54;"NEZ";"BEZPP";1757;2.28;12;""
2002;"Občanská demokratická strana";3;"Heřmanský Petr Ing. ";56;"ODS";"ODS";9589;2.82;5;*
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";24;"Dobiášová Irena Mgr.";49;"KDU-ČSL";"BEZPP";1150;2.21;23;""
2006;"Občanská demokratická strana";39;"Štěpánek Martin Ing.";31;"ODS";"ODS";8063;2.16;24;""
2010;"Komunistická str.Čech a Moravy";29;"Jirkovský Jiří";28;"KSČM";"KSČM";2610;2.53;25;""
2014;"Naše Pardubice, FairPlay,NK";17;"Čechák Jiří Mgr.";76;"NK";"BEZPP";658;2.63;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";14;"Jirout Ivan";53;"KDU-ČSL";"BEZPP";1138;2.19;15;""
2010;"Strana Práv Občanů ZEMANOVCI";30;"Pehanič Michal";47;"SPOZ";"BEZPP";343;1.91;"";""
2010;"Strana Práv Občanů ZEMANOVCI";10;"Kodetová Radomíra Bc.";43;"SPOZ";"BEZPP";425;2.37;"";""
2014;"NEZÁVISLÍ";23;"Pětioký Oldřich Ing.";59;"NEZ";"BEZPP";190;2.27;"";""
2002;"Česká str.sociálně demokrat.";24;"Tichý Jan  ";40;"ČSSD";"ČSSD";3913;2.46;17;""
2018;"Komunistická str.Čech a Moravy";33;"Herynk Ivan Ing.";74;"KSČM";"KSČM";1234;2.46;31;""
2014;"Česká str.sociálně demokrat.";18;"Bittner Rostislav Bc.";44;"ČSSD";"ČSSD";2717;2.58;12;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";22;"Pecnová Pavla";36;"KDU-ČSL";"KDU-ČSL";1155;2.22;21;""
2006;"Sdružení pro Pardubice";13;"Kovář Jan Ing. arch.";49;"SNK ED";"BEZPP";5075;2.71;5;""
2018;"Občanská demokratická strana";5;"Stránský Dušan Bc.";43;"ODS";"ODS";3882;2.73;6;*
2014;"Sdružení pro Pard. - SNK ED,NK";32;"Bělohlavová Hana Ing.";34;"NK";"BEZPP";1753;2.15;28;""
2014;"Pard. pro lidi a Souk SsČR,PPL";12;"Jirout Josef";42;"PPL";"PPL";737;2.66;"";""
2014;"NEZÁVISLÍ";5;"Vencl Roman";52;"NEZ";"BEZPP";247;2.95;"";""
2002;"Sdružení pro Pardubice";11;"Ráliš Václav Ing. ";45;"NK";"BEZPP";3932;2.66;4;""
2014;"DOMOV";39;"Janek Petr";40;"BPI";"BEZPP";126;1.86;"";""
2010;"Suverenita-blok J.Bobošíkové";9;"Charvát Martin";34;"Suveren.";"BEZPP";469;2.42;"";""
2010;"Strana Práv Občanů ZEMANOVCI";17;"Morávek Ondřej Mgr.";37;"SPOZ";"BEZPP";504;2.81;"";""
2014;"Pard. pro lidi a Souk SsČR,PPL";22;"Socha František Ing. Ph.D.";46;"PPL";"BEZPP";702;2.53;"";""
2002;"Česká str.sociálně demokrat.";13;"Kalousek Jiří  ";55;"ČSSD";"ČSSD";4094;2.57;7;""
2018;"Pardubáci společně";30;"Tůma Jan";45;"VČ";"BEZPP";1964;2.25;26;""
2010;"Česká str.sociálně demokrat.";16;"Jukl Ivan";47;"ČSSD";"ČSSD";5978;2.58;5;""
2018;"ANO 2011";32;"Klčová Jiřina";41;"ANO";"ANO";6328;2.44;19;""
2014;"Strana zelených";1;"Čáslavka Jiří Mgr.";42;"Zelení";"Zelení";1040;4.35;"";""
2010;"Věci veřejné (VV)";22;"Čapek Libor doc. Ing. Ph.D.";35;"VV";"BEZPP";1176;4.15;"";""
2010;"Občanská demokratická strana";17;"Exner Otomar";42;"ODS";"ODS";4039;2.48;11;""
2018;"Strana soukromníků ČR";2;"Kuba Jaromír Bc.";37;"Soukromníci";"Soukromníci";205;4.99;"";""
2002;"Česká str.sociálně demokrat.";6;"Malý Libor  ";41;"ČSSD";"ČSSD";4301;2.70;1;""
2018;"ČSSD a nestran. pro Pardubice";36;"Šimon Marcel";36;"ČSSD";"ČSSD";1248;2.19;34;""
2014;"Strana zelených";15;"Hlaváčová Nikola";26;"Zelení";"BEZPP";629;2.63;"";""
2014;"Česká str.sociálně demokrat.";21;"Černý Josef Bc.";34;"ČSSD";"ČSSD";2625;2.49;15;""
2002;"Nezávislí Pardubičtí kandidáti";14;"Svoboda Vladimír  ";56;"SV SOS";"BEZPP";362;3.31;"";""
2010;"Zelená pro Pardubice (SZ, NK)";37;"Zářecká Zlata";25;"SZ";"SZ";451;1.84;"";""
2014;"Naše Pardubice, FairPlay,NK";10;"Skřivánek Martin Mgr.";35;"NK";"BEZPP";817;3.26;"";""
2002;"Naděje";9;"Šubotníková Markéta Mgr. ";26;"N";"BEZPP";858;2.87;"";""
2002;"Komunistická str.Čech a Moravy";28;"Huml Jiří Ing. CSc.";68;"KSČM";"KSČM";3645;2.49;21;""
2010;"Volte Pr.Blok www.cibulka.net";4;"Procházka Karel";60;"PB";"BEZPP";248;13.24;"";""
2002;"Naděje";16;"Langerová Andrea Bc. ";24;"N";"BEZPP";778;2.60;"";""
2014;"Česká str.sociálně demokrat.";15;"Efler Emil Ing.";70;"ČSSD";"ČSSD";2724;2.59;9;""
2014;"ANO 2011";7;"Dolečková Ivana";53;"ANO";"BEZPP";5131;2.77;8;*
2006;"NEZ.DEMOKRATÉ(předs.V.Železný)";9;"Javůrková Zdeňka";74;"NEZ/DEM";"BEZPP";102;6.23;"";""
2006;"Zelená pro Pardubice";9;"Blahníková Pavla";41;"SZ";"SZ";1904;2.47;7;""
2014;"TOP 09 a nezávislí";29;"Vršanský Robert Mgr.";51;"NK";"BEZPP";1382;2.59;26;""
2018;"Komunistická str.Čech a Moravy";28;"Beran Vladimír";70;"KSČM";"KSČM";1226;2.44;26;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";39;"Klimešová Jarmila";54;"KDU-ČSL";"BEZPP";779;1.78;37;""
2010;"SDRUŽENÍ PRO PARDUBICE";24;"Sodomková Olga";56;"NK";"BEZPP";4965;2.37;16;""
2018;"Strana soukromníků ČR";30;"Pavelka Tomáš";44;"Soukromníci";"BEZPP";79;1.92;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";37;"Potůček Oldřich";58;"SPD";"BEZPP";881;2.33;"";""
2018;"NAŠE PARDUBICE";13;"Jaroš Jakub Mgr.";33;"NK";"BEZPP";1180;2.46;"";""
2018;"Sdružení pro Pardubice";25;"Filip Petr Mgr.";58;"NK";"BEZPP";1385;2.31;22;""
2002;"Česká str.sociálně demokrat.";15;"Vojtíšková Milena Ing. ";40;"ČSSD";"ČSSD";4506;2.83;7;*
2018;"Česká pirátská strana";8;"Šeda Bohdan Mgr.";44;"Piráti";"BEZPP";3034;2.78;3;""
2018;"Pardubáci společně";38;"Pék Aleš Ing.";60;"VČ";"BEZPP";1768;2.03;34;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";24;"Raba Daniel Bc.";27;"NK";"BEZPP";1012;2.20;22;""
2010;"Česká str.sociálně demokrat.";14;"Doležal Ladislav";63;"ČSSD";"ČSSD";5962;2.58;3;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";18;"Beran Martin Bc.";31;"KDU-ČSL";"BEZPP";1114;2.54;17;""
2002;"Unie svobody-Demokratická unie";7;"Dalecký Petr  ";40;"US-DEU";"US-DEU";1243;2.80;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";6;"Štěpánková Jolana";41;"Nestran.";"BEZPP";1341;3.06;4;""
2018;"Pardubice pro lidi";38;"Binko Martin";46;"PPL";"BEZPP";848;2.09;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";9;"Bulíčková Hana";68;"SPD";"BEZPP";993;2.62;"";""
2018;"Strana soukromníků ČR";1;"Řehounek Martin";39;"Soukromníci";"BEZPP";320;7.79;"";""
2002;"Občanská demokratická strana";12;"Tomanová Hana PaedDr. ";65;"ODS";"ODS";9281;2.73;12;*
2002;"Křesť.demokr.unie-Čs.str.lid.";2;"Bednář Josef Ing. ";43;"KDU-ČSL";"KDU-ČSL";1919;3.97;1;*
2002;"Sdružení pro Pardubice";33;"Fiala Petr Mgr. ";31;"NK";"BEZPP";3217;2.18;26;""
2006;"Česká str.sociálně demokrat.";19;"Vojtíšková Milena Ing.";44;"ČSSD";"ČSSD";4572;2.68;12;""
2014;"Česká str.sociálně demokrat.";36;"Soukenka František";70;"ČSSD";"ČSSD";2384;2.26;30;""
2010;"Občanská demokratická strana";7;"Štěpánek Vítězslav Ing. Mgr.";52;"ODS";"ODS";4488;2.76;5;""
2002;"Občanská demokratická strana";4;"Kňava Jaroslav  ";47;"ODS";"ODS";9476;2.79;6;*
2006;"NEZ.DEMOKRATÉ(předs.V.Železný)";4;"Netolická Anežka";50;"NEZ/DEM";"SŽJ";171;10.45;"";""
2010;"PARDUBÁCI";22;"Rothanzl Karel Ing. arch.";32;"ČSR";"BEZPP";2908;2.69;17;""
2010;"SDRUŽENÍ PRO PARDUBICE";13;"Vávra Jaroslav Ing.";64;"NK";"BEZPP";5300;2.53;5;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";17;"Šotola Petr Ing.";47;"KDU-ČSL";"BEZPP";1046;2.39;16;""
2002;"Sdružení pro Pardubice";28;"Troníčková Andrea PhDr. ";28;"NK";"BEZPP";3694;2.50;21;""
2018;"Svob.a př.dem.-T.Okamura (SPD)";8;"Klicperová Jana";43;"SPD";"SPD";1023;2.70;"";""
2006;"Občanská demokratická strana";35;"Šindelářová Emílie";74;"ODS";"ODS";8644;2.32;20;""
2002;"Nezávislí Pardubičtí kandidáti";9;"Šťastná Kamila  ";32;"SV SOS";"BEZPP";502;4.59;"";""
2010;"PARDUBÁCI";8;"Stehnová Alena Bc.";55;"ČSR";"BEZPP";3172;2.94;1;""
2014;"ZEMANOVCI, Sdružení SPO, NK";20;"Řeháček Martin";48;"NK";"BEZPP";54;3.34;"";""
2010;"Suverenita-blok J.Bobošíkové";12;"Sehnoutková Jana";37;"Suveren.";"BEZPP";605;3.12;"";""
2006;"Sdružení pro Pardubice";39;"Stehno Lukáš";33;"NK";"BEZPP";3710;1.98;31;""
2006;"Sdružení pro Pardubice";20;"Rubeš Miroslav Ing. CSc.";61;"SNK ED";"BEZPP";4420;2.36;12;""
2010;"Suverenita-blok J.Bobošíkové";16;"Stanislav Petr";29;"Suveren.";"BEZPP";422;2.18;"";""
2002;"Naděje";6;"Hajník Robert  ";26;"N";"N";842;2.82;"";""
2010;"SDRUŽENÍ PRO PARDUBICE";5;"Bílek Martin Ing.";38;"NK";"BEZPP";5649;2.70;7;*
2014;"DOMOV";20;"Navrátil Tomáš Ing.";44;"BPI";"BEZPP";152;2.25;"";""
2014;"Česká str.sociálně demokrat.";33;"Novotný Vlastimil";50;"ČSSD";"ČSSD";2465;2.34;27;""
2010;"Česká str.sociálně demokrat.";26;"Šimonová Helena";53;"ČSSD";"ČSSD";5811;2.51;15;""
2010;"PERNŠTEJN -pol.str.ALTERNATIVA";9;"Gruntorád Martin";41;"ALTER";"BEZPP";745;5.45;"";""
2014;"Komunistická str.Čech a Moravy";16;"Findejs Bohumil";60;"KSČM";"KSČM";1905;2.54;12;""
2014;"Sdružení pro Pard. - SNK ED,NK";4;"Pelikán Tomáš Ing.";39;"NK";"BEZPP";2732;3.36;4;*
2014;"PARDUBÁCI,Sdružení ČSR, NK";23;"Hanč Luděk";40;"NK";"BEZPP";1494;2.40;20;""
2002;"Občanská demokratická strana";14;"Kislinger Jan Ing. ";49;"ODS";"ODS";9030;2.66;14;*
2010;"PARDUBÁCI";12;"Meduna Michal";29;"ČSR";"BEZPP";2778;2.57;7;""
2006;"Sdružení pro Pardubice";9;"Kubát Josef RNDr.";63;"NK";"BEZPP";6799;3.63;1;*
2006;"Sdružení pro Pardubice";21;"Hájek Jiří Ing.";45;"NK";"BEZPP";4556;2.43;13;""
2010;"Koalice pro Pardubice";34;"Csukás Tibor Ing.";56;"KDU-ČSL";"BEZPP";954;2.09;"";""
2006;"Sdružení pro Pardubice";28;"Bílek Martin Ing.";34;"NK";"BEZPP";4385;2.34;20;""
2010;"Suverenita-blok J.Bobošíkové";21;"Merunka Vladimír";57;"Suveren.";"BEZPP";450;2.32;"";""
2018;"Komunistická str.Čech a Moravy";11;"Fabíková Galina";51;"KSČM";"KSČM";1317;2.63;9;""
2010;"Suverenita-blok J.Bobošíkové";33;"Lacmanová Zdeňka";40;"Suveren.";"BEZPP";440;2.27;"";""
2010;"Česká str.sociálně demokrat.";37;"Kučerová Zdenka";51;"ČSSD";"ČSSD";5411;2.34;26;""
2014;"Pard. pro lidi a Souk SsČR,PPL";19;"Pištora Ondřej Ing.";39;"PPL";"BEZPP";681;2.46;"";""
2014;"DOMOV";24;"Rákos Vladimír";53;"BPI";"BEZPP";175;2.59;"";""
2002;"Křesť.demokr.unie-Čs.str.lid.";12;"Kocáb Jaroslav  ";48;"KDU-ČSL";"KDU-ČSL";1188;2.46;11;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";25;"Línková Šárka JUDr.";42;"KDU-ČSL";"KDU-ČSL";1388;2.67;24;""
2018;"Občanská demokratická strana";16;"Pobuda René";49;"ODS";"ODS";3594;2.53;9;""
2006;"Občanská demokratická strana";12;"Smetanová Jana Mgr. Bc.";46;"ODS";"ODS";9811;2.63;12;*
2018;"Pardubice pro lidi";33;"Řezníček Miloslav Ing.";60;"PPL";"BEZPP";925;2.29;"";""
2018;"Česká pirátská strana";16;"Merhout Martin";29;"Piráti";"BEZPP";2769;2.53;11;""
2018;"Česká pirátská strana";36;"Novák Ondřej";33;"Piráti";"BEZPP";2380;2.18;31;""
2018;"ČSSD a nestran. pro Pardubice";34;"Bittner Josef";42;"ČSSD";"ČSSD";1284;2.26;32;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";32;"Černá Marcela";36;"ČSR";"BEZPP";1345;2.16;29;""
2014;"ANO 2011";22;"Herudek Miroslav Mgr.";49;"ANO";"BEZPP";4755;2.57;11;""
2010;"Zelená pro Pardubice (SZ, NK)";25;"Říhová Iva";40;"NK";"BEZPP";463;1.89;"";""
2002;"Občanská demokratická strana";28;"Malý Igor Ing. ";36;"ODS";"ODS";8290;2.44;12;""
2002;"Česká str.sociálně demokrat.";37;"Krejčík Tomáš Bc. ";25;"ČSSD";"ČSSD";3397;2.13;30;""
2010;"PARDUBÁCI";39;"Holubová Markéta";22;"ČSR";"BEZPP";2188;2.02;34;""
2018;"PRO Zdraví a Sport";27;"Lebduška Filip";18;"PRO Zdraví";"BEZPP";135;1.99;"";""
2002;"Unie svobody-Demokratická unie";5;"Karel Jan Mgr. ";58;"US-DEU";"US-DEU";1345;3.03;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";19;"Mikula Milan JUDr.";81;"KDU-ČSL";"BEZPP";1140;2.19;19;""
2018;"Komunistická str.Čech a Moravy";17;"Hájek Zdeněk Ing.";53;"KSČM";"KSČM";1290;2.57;15;""
2010;"PARDUBÁCI";11;"Socha František Ing. Ph.D.";42;"ČSR";"BEZPP";3028;2.80;6;""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";15;"Ulrichová Monika Mgr. Ph.D.";32;"KDU-ČSL";"KDU-ČSL";1504;2.89;7;""
2018;"Občanská demokratická strana";27;"Pešek Zdeněk";64;"ODS";"BEZPP";3496;2.46;20;""
2010;"Strana Práv Občanů ZEMANOVCI";35;"Musilová Soňa";35;"SPOZ";"BEZPP";363;2.03;"";""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";31;"Hykyš Stanislav Mgr.";36;"KDU-ČSL";"BEZPP";978;2.23;29;""
2018;"Česká pirátská strana";10;"Čáslavka Jiří Mgr.";46;"Piráti";"BEZPP";3014;2.76;5;""
2010;"SDRUŽENÍ PRO PARDUBICE";11;"Bělková Gabriela Mgr.";36;"NK";"BEZPP";5702;2.72;4;""
2006;"Občanská demokratická strana";33;"Rodrová Jaroslava Ing.";38;"ODS";"ODS";9262;2.49;18;""
2014;"Strana zelených";4;"Plecháčková Zdeňka Ing.";29;"Zelení";"Zelení";781;3.27;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";37;"Hlaváčová Lucie  DiS.";35;"ČSR";"BEZPP";1259;2.02;34;""
2018;"ČSSD a nestran. pro Pardubice";37;"Havlová Jitka";77;"ČSSD";"ČSSD";1207;2.12;35;""
2018;"PRO Zdraví a Sport";10;"Levinská Silvie";43;"PRO Zdraví";"BEZPP";199;2.94;"";""
2018;"Svob.a př.dem.-T.Okamura (SPD)";20;"Pokštefl Jaroslav";57;"SPD";"BEZPP";949;2.51;"";""
2010;"Věci veřejné (VV)";4;"Filip Jan";34;"VV";"VV";880;3.10;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";19;"Hovorka Pavel Ing.";40;"ČSR";"BEZPP";1482;2.38;16;""
2014;"Naše Pardubice, FairPlay,NK";35;"Křivková Ivana";27;"NK";"BEZPP";499;1.99;"";""
2018;"Strana soukromníků ČR";27;"Vach Marek";31;"Soukromníci";"BEZPP";78;1.89;"";""
2018;"Strana soukromníků ČR";38;"Alšr Zbyněk";39;"Soukromníci";"BEZPP";78;1.89;"";""
2014;"Pard. pro lidi a Souk SsČR,PPL";24;"Podzimek Michal";31;"Soukromníci";"BEZPP";698;2.52;"";""
2010;"PARDUBÁCI";25;"Ročková Helena Mgr.";59;"ČSR";"BEZPP";2548;2.36;20;""
2018;"Sdružení pro Pardubice";26;"Táborský Adam Mgr. et Mgr.";28;"NK";"BEZPP";1366;2.28;23;""
2002;"Sdružení pro Pardubice";22;"Smetana Tomáš  ";26;"NK";"BEZPP";3336;2.26;15;""
2018;"Koalice pro Pardubice";15;"Hlavatý Stanislav Ing.";53;"TOP 09";"TOP 09";1678;2.40;13;""
2014;"PATRIOTI PARDUBIC, PATRIOTI,NK";33;"Viktorin Jan";53;"NK";"BEZPP";964;2.10;31;""
2018;"ČSSD a nestran. pro Pardubice";28;"Vorlíček Radek Mgr. et Mgr. Ph.D.";29;"ČSSD";"ČSSD";1369;2.41;26;""
2010;"Strana Práv Občanů ZEMANOVCI";27;"Beránek Radek";32;"SPOZ";"BEZPP";381;2.13;"";""
2018;"Občanská demokratická strana";3;"Mazuch Jan PaedDr.";53;"ODS";"ODS";4292;3.02;3;*
2006;"NEZ.DEMOKRATÉ(předs.V.Železný)";8;"Prchlíková Hana";70;"NEZ/DEM";"BEZPP";142;8.68;"";""
2010;"PARDUBÁCI";20;"Řehounek Jan Ing.";35;"ČSR";"BEZPP";2671;2.47;15;""
2006;"Sdružení pro Pardubice";17;"Ráliš Václav Ing.";49;"SNK ED";"BEZPP";4934;2.63;9;""
2002;"Křesť.demokr.unie-Čs.str.lid.";39;"Sedlák Pavel  ";33;"KDU-ČSL";"BEZPP";965;2.00;37;""
2006;"Česká str.sociálně demokrat.";22;"Jukl Ivan";43;"ČSSD";"ČSSD";4285;2.51;15;""
2010;"SDRUŽENÍ PRO PARDUBICE";7;"Beneš Petr Ing.";48;"NK";"BEZPP";5494;2.62;9;*
2010;"Suverenita-blok J.Bobošíkové";35;"Zeman Josef";55;"Suveren.";"BEZPP";400;2.06;"";""
2010;"Koalice pro Pardubice";8;"Bořil Pavel";40;"KDU-ČSL";"KDU-ČSL";1031;2.26;"";""
2018;"Česká pirátská strana";5;"Španihelová Lenka Mgr.";34;"Piráti";"Piráti";3115;2.85;5;*
2014;"Komunistická str.Čech a Moravy";18;"Jetmar Josef";54;"KSČM";"KSČM";1918;2.55;14;""
2018;"Koalice pro Pardubice";34;"Pejchal Vladimír doc. Ing. Ph.D.";51;"KDU-ČSL";"BEZPP";1626;2.33;31;""
2002;"Občanská demokratická strana";8;"Tichý Milan  ";46;"ODS";"ODS";8962;2.64;9;*
2006;"Česká str.sociálně demokrat.";13;"Ročárek Josef";64;"ČSSD";"ČSSD";4381;2.57;7;""
2014;"TOP 09 a nezávislí";34;"Švestka Štefan";39;"NK";"BEZPP";1196;2.24;31;""
2014;"Koal. pro Pard., KDU-ČSL,NESTR";27;"Veselá Anna";48;"KDU-ČSL";"KDU-ČSL";1018;2.33;25;""
2010;"Občanská demokratická strana";4;"Kislinger Jan Ing.";57;"ODS";"ODS";4310;2.65;2;""
2018;"NAŠE PARDUBICE";1;"Sedlák Filip Mgr.";34;"FairPlay";"FairPlay";2291;4.78;"";""
2014;"Česká str.sociálně demokrat.";13;"Kolman Petr";70;"ČSSD";"ČSSD";2715;2.58;7;""
2010;"Občanská demokratická strana";18;"Juchelková Markéta Ing.";41;"ODS";"ODS";4129;2.54;12;""
2002;"Komunistická str.Čech a Moravy";5;"Studnička Pavel  ";49;"KSČM";"KSČM";4144;2.84;2;*
2014;"ANO 2011";32;"Deml Jan";45;"ANO";"BEZPP";4376;2.36;21;""
2002;"Komunistická str.Čech a Moravy";8;"Findejs Bohumil  ";48;"KSČM";"KSČM";3822;2.62;1;""
2018;"PRO Zdraví a Sport";5;"Mazuchová Pavlína Lic.";42;"PRO Zdraví";"BEZPP";258;3.81;"";""
2014;"PARDUBÁCI,Sdružení ČSR, NK";36;"Dvořáková Tereza";20;"ČSR";"BEZPP";1286;2.07;33;""
2014;"PARDUBÁCI,Sdružení ČSR, NK";28;"Kreml Tomáš";37;"ČSR";"BEZPP";1414;2.27;25;""
2006;"Česká str.sociálně demokrat.";26;"Nevole Josef";59;"ČSSD";"ČSSD";4245;2.49;19;""
2014;"Naše Pardubice, FairPlay,NK";1;"Sedlák Filip Mgr.";30;"FairPlay";"FairPlay";1035;4.13;"";""
2018;"Strana soukromníků ČR";14;"Čeliš Vítězslav";47;"Soukromníci";"Soukromníci";132;3.21;"";""
2010;"PARDUBÁCI";4;"Klose Aleš Ing. arch.";39;"ČSR";"BEZPP";3976;3.68;2;*
2002;"Křesť.demokr.unie-Čs.str.lid.";34;"Zelenková Milena PaedDr. ";46;"KDU-ČSL";"BEZPP";1212;2.51;32;""
2014;"TOP 09 a nezávislí";37;"Janáček Jakub";19;"NK";"BEZPP";1032;1.93;34;""
2010;"Zelená pro Pardubice (SZ, NK)";14;"Vajrauch Michal Mgr.";62;"NK";"BEZPP";596;2.43;"";""
2014;"Občanská demokratická strana";30;"Kotýnek Petr";51;"ODS";"ODS";1772;2.35;26;""
2018;"Koalice pro Pardubice";29;"Jakl René";40;"TOP 09";"BEZPP";1549;2.22;26;""
2014;"Komunistická str.Čech a Moravy";20;"Moravec Jiří Ing.";59;"KSČM";"BEZPP";1919;2.56;16;""
2018;"Strana soukromníků ČR";21;"Vajnerová Šárka";34;"Soukromníci";"BEZPP";75;1.82;"";""
2014;"NEZÁVISLÍ";19;"Strnad Radek";30;"NEZ";"BEZPP";173;2.07;"";""
2002;"Unie svobody-Demokratická unie";21;"Koláček Jan Ing. ";45;"US-DEU";"US-DEU";1281;2.88;"";""
2018;"Komunistická str.Čech a Moravy";26;"Bandžuch Vladimír";62;"KSČM";"KSČM";1243;2.48;24;""
2018;"Občanská demokratická strana";32;"Jeníček Michal";40;"ODS";"ODS";3365;2.37;25;""
2018;"Koalice pro Pardubice";12;"Kratochvíl Martin Mgr.";27;"KDU-ČSL";"KDU-ČSL";1812;2.59;11;""
2014;"ZEMANOVCI, Sdružení SPO, NK";23;"Mudroch Petr";39;"NK";"BEZPP";82;5.08;"";""
2018;"Sdružení pro Pardubice";21;"Vavřina Vít Ing.";72;"SNK ED";"SNK ED";1391;2.32;18;""
2014;"Strana zelených";8;"Pavlosek Jiří Ing.";63;"Zelení";"Zelení";688;2.88;"";""
2018;"Sdružení pro Pardubice";12;"Divecká Světlana PaedDr.";52;"NK";"BEZPP";1627;2.72;10;""
2006;"Zelená pro Pardubice";30;"Kmošek Ondřej";32;"NEZ";"BEZPP";1683;2.18;27;""
2002;"Naděje";35;"Slavíková Jana  ";21;"N";"BEZPP";580;1.94;"";""
2014;"Naše Pardubice, FairPlay,NK";31;"Horníková Ivana Mgr.";40;"NK";"BEZPP";562;2.24;"";""
2018;"ČSSD a nestran. pro Pardubice";39;"Krejčí Michal";45;"ČSSD";"ČSSD";1167;2.05;37;""
2002;"Česká str.sociálně demokrat.";20;"Hrnčiarik Michal  ";49;"ČSSD";"ČSSD";3978;2.50;13;""
2006;"Komunistická str.Čech a Moravy";37;"Jetmar Josef";46;"KSČM";"KSČM";2731;2.43;33;""
2006;"Česká str.sociálně demokrat.";10;"Čihák Libor";22;"ČSSD";"ČSSD";4492;2.63;4;""
2006;"Komunistická str.Čech a Moravy";38;"Machač Josef";41;"KSČM";"KSČM";2691;2.40;34;""
2002;"Naděje";14;"Slavíková Hana  ";25;"N";"BEZPP";879;2.94;"";""
2018;"Koalice pro Pardubice";22;"Beran Martin Bc.";35;"KDU-ČSL";"KDU-ČSL";1771;2.53;19;""
2006;"Česká str.sociálně demokrat.";39;"Duchna Jan";24;"ČSSD";"ČSSD";3539;2.07;32;""
2018;"ANO 2011";21;"Hanzlíková Jana Mgr.";51;"ANO";"ANO";6653;2.56;8;""
2006;"Komunistická str.Čech a Moravy";32;"Just František";51;"KSČM";"KSČM";2746;2.45;28;""
2002;"Nezávislí Pardubičtí kandidáti";3;"Hutla Vladimír  ";45;"SV SOS";"BEZPP";749;6.85;"";""
2018;"Pardubice pro lidi";17;"Holická Alena Mgr.";52;"PPL";"BEZPP";1009;2.49;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";25;"Bouška Michal Mgr. et Mgr.";26;"NK";"BEZPP";1880;2.31;21;""
2014;"Komunistická str.Čech a Moravy";13;"Škuliga Pavol Ing.";44;"KSČM";"BEZPP";1953;2.60;9;""
2018;"Občanská demokratická strana";2;"Klimpl Petr Ing.";63;"ODS";"ODS";4384;3.09;2;*
2018;"Komunistická str.Čech a Moravy";24;"Semínková Ladislava";55;"KSČM";"BEZPP";1251;2.49;22;""
2010;"Suverenita-blok J.Bobošíkové";6;"Nápravník Martin Mgr.";45;"Suveren.";"BEZPP";627;3.24;"";""
2014;"Komunistická str.Čech a Moravy";15;"Rozinek Ivan";50;"KSČM";"KSČM";1929;2.57;11;""
2014;"Strana zelených";38;"Vajrauch Michal Mgr.";66;"Zelení";"BEZPP";425;1.78;"";""
2006;"Koal.pro Pard.,KDU-ČSL+Nestran";33;"Miláček František";39;"KDU-ČSL";"KDU-ČSL";1165;2.24;31;""
2014;"Pard. pro lidi a Souk SsČR,PPL";17;"Dvořák Petr";29;"Soukromníci";"Soukromníci";645;2.33;"";""
2018;"Pardubice pro lidi";26;"Kalášek Roman";43;"PPL";"PPL";959;2.37;"";""
2014;"Svobodní, Strana svobod.občanů";29;"Weszter Leoš";47;"Svobodní";"BEZPP";727;2.39;"";""
2014;"Sdružení pro Pard. - SNK ED,NK";29;"Šamánek Radko Ing.";59;"SNK ED";"SNK ED";1820;2.23;25;""
2006;"Sdružení pro Pardubice";22;"Hromádko Milan";56;"NK";"BEZPP";4606;2.46;14;""
